NOTA_FISCAL;NOME;CPF;CIDADE;CARGO;ENDERECO;EMAIL;DATA_NASCIMENTO;IDADE;DATA_EMISSAO;VALOR_NOTA;COMISSAO;VENDEDOR
515413;Gabrielly Cavalcante;921.486.507-85;Nogueira;Contábil;Praça Gomes, 7;arthur-gabrielgarcia@example.org;20/11/1962;63;23/06/2025;368;5,52;Vendendor_B
230420;Maria Mendonça;395.874.612-82;Moraes;Cineasta;Ladeira de Barbosa, 43;josueda-rocha@example.net;22/07/1958;67;11/09/2025;672;10,08;Vendendor_B
979870;Esther Pacheco;036.472.819-13;Machado das Pedras;Técnico em arquivo;Trevo Agatha Viana, 97;leonardo85@example.com;02/04/1918;107;19/02/2025;32;0,48;Vendendor_B
783627;Théo Alves;683.259.410-06;Ribeiro;Office-boy;Travessa Camila Sales, 39;garcialavinia@example.org;18/12/1978;47;30/06/2025;986;14,79;Vendendor_A
728748;Dr. Caleb Cardoso;479.685.032-56;Nunes;Historiador;Conjunto Vargas, 95;nsousa@example.net;17/11/1932;93;19/02/2025;601;9,01;Vendendor_B
923159;Bento Borges;687.145.392-09;da Rocha;Traumatologista;Favela Moreira, 8;maria75@example.net;21/05/1940;85;04/11/2025;367;5,5;Vendendor_A
133014;Júlia Leão;517.326.490-06;Mendonça de Nunes;Cenotécnico;Praça da Mota, 194;luiz-miguel09@example.com;24/11/1923;102;24/01/2025;804;12,06;Vendedor_E
808439;Maria Júlia Peixoto;089.357.641-75;Gonçalves;Tecnólogo em negócios imobiliários;Sítio de Moreira, 608;xrezende@example.net;09/03/1959;66;07/09/2025;308;4,62;Vendendor_A
126208;Srta. Milena Novaes;159.463.270-70;Jesus das Flores;Quadrinista;Fazenda Farias, 1;gcaldeira@example.org;18/09/1955;70;25/04/2025;349;5,23;Vendedor_D
818554;Marcos Vinicius Rocha;634.501.782-53;Costela de Aragão;Locutor;Favela de Borges, 35;araujodaniel@example.org;29/03/1959;66;12/11/2024;368;5,52;Vendendor_B
634530;Sra. Isabel Novais;413.567.089-00;Pastor;Acupunturista;Largo de Guerra, 282;eduarda61@example.net;16/06/1961;64;31/10/2025;486;7,29;Vendedor_E
262653;Apollo Costa;034.972.185-88;Machado;Supervisor;Jardim Alana Montenegro, 23;pedro-henriquemendonca@example.com;21/01/1969;56;22/07/2025;632;9,48;Vendendor_C
268951;Gael Henrique Ribeiro;684.519.702-49;Dias;Jardineiro;Trecho Igor Gomes, 49;qda-cunha@example.com;02/01/1971;54;29/09/2025;467;7,0;Vendedor_D
175928;Ana Julia Santos;934.261.850-24;Rezende do Amparo;Figurante;Viaduto de da Mata, 58;riosluiz-felipe@example.com;19/08/1963;62;12/08/2025;404;6,06;Vendendor_B
491944;Sr. Ravi Lucca Nogueira;513.064.798-00;Barros da Prata;Locutor;Rodovia Bárbara Montenegro, 11;isabel11@example.org;18/11/1919;106;05/02/2025;247;3,71;Vendendor_A
156775;Srta. Isabella Fogaça;340.728.156-08;Nogueira do Amparo;Office-boy;Fazenda Maria Luísa Martins, 9;pbrito@example.org;22/08/1946;79;18/06/2025;676;10,14;Vendendor_A
467029;Léo Viana;497.638.250-83;Azevedo de Minas;Carteiro;Esplanada Maria Flor Moreira, 7;dmoraes@example.net;04/02/1994;31;04/08/2025;784;11,76;Vendendor_A
721163;João Miguel Fernandes;195.036.872-68;Gomes;Contábil;Vereda Theo Campos, 6;silvajoao-lucas@example.org;06/12/2022;3;10/08/2025;114;1,71;Vendedor_D
905946;Amanda da Cunha;410.379.586-75;Viana;Veterinário;Estação da Mata, 50;isisgoncalves@example.net;08/09/1981;44;28/09/2025;828;12,42;Vendedor_D
734517;João Borges;530.829.176-40;Sousa de Peixoto;Massoterapeuta;Praça Thomas Lopes, 4;davi-lucca33@example.net;11/01/1934;91;02/08/2025;707;10,61;Vendedor_D
378180;Kevin Azevedo;954.263.071-99;Albuquerque;Clínico geral;Vila de Cavalcante;borgesguilherme@example.com;12/12/1940;85;06/02/2025;108;1,62;Vendedor_D
565337;Luana Porto;670.395.481-00;Barbosa;Biblioteconomista;Lago de Azevedo, 33;blopes@example.org;30/03/1917;108;04/06/2025;818;12,27;Vendendor_C
443409;Cauã Fonseca;458.316.029-15;Silva dos Dourados;Lixeiro/Coletor de lixo;Rua Silveira, 209;hporto@example.org;07/10/2009;16;14/01/2025;256;3,84;Vendendor_A
130133;Srta. Nicole Cirino;189.650.372-12;da Rosa;Engenheiro civil;Distrito Diogo Rezende, 16;sousaluiza@example.net;20/09/2008;17;07/11/2025;7;0,1;Vendedor_D
412156;Isaac Ferreira;345.291.670-70;Pinto;Transcritor;Ladeira de Vasconcelos, 16;bcardoso@example.net;20/01/2001;24;22/09/2025;499;7,48;Vendendor_B
442975;Dr. Vicente Macedo;064.925.837-10;Novais;Flautista;Morro de Campos, 754;das-nevesbenjamin@example.org;20/05/1940;85;15/05/2025;929;13,93;Vendedor_D
484592;Sr. Kevin Vargas;548.072.163-17;Câmara;Físico nuclear;Condomínio de Novaes, 98;da-costamathias@example.com;27/09/1928;97;12/12/2024;742;11,13;Vendendor_A
304311;Davi Miguel Ribeiro;018.276.594-67;Oliveira Verde;Cientista de alimentos;Estação Souza;rafaeljesus@example.org;26/05/1911;114;10/01/2025;511;7,67;Vendendor_A
806274;Yan Macedo;205.981.376-02;Caldeira;Broker/Corretor da bolsa de valores;Sítio Ribeiro, 77;diasanna-liz@example.com;04/07/1914;111;11/12/2024;171;2,56;Vendedor_E
759149;Dr. Luiz Miguel Pacheco;157.280.694-01;Carvalho;Publicitário;Avenida Novaes, 4;brayanguerra@example.org;14/04/1947;78;15/02/2025;50;0,75;Vendedor_D
260447;Samuel Correia;041.867.925-85;Fonseca do Norte;Policial militar;Campo João Felipe Lima, 3;kcaldeira@example.org;12/05/1949;76;26/12/2024;858;12,87;Vendendor_A
254161;Kevin Martins;796.215.048-30;Cunha do Norte;Piloto de avião;Travessa da Cruz, 72;luanaalves@example.com;08/01/1933;92;03/03/2025;36;0,54;Vendendor_B
327760;Dra. Luísa Pereira;762.934.158-09;Lima da Prata;Garimpeiro;Parque da Costa, 75;ester04@example.com;02/11/1938;87;30/10/2025;997;14,96;Vendedor_D
729628;Fernanda Marques;706.139.452-80;Gonçalves da Mata;Profissional de relações públicas;Núcleo Caldeira, 658;maria-helena94@example.org;11/05/1927;98;20/03/2025;568;8,52;Vendedor_E
758496;Srta. Yasmin Novais;629.573.401-43;da Costa;Jogador de badminton;Sítio de Almeida, 20;qsousa@example.com;20/11/2013;12;28/06/2025;486;7,29;Vendendor_B
258557;Joaquim Silveira;076.284.953-38;Sampaio;Engraxate;Passarela Borges;ramosmaria-luisa@example.net;25/05/1938;87;21/11/2024;885;13,28;Vendendor_A
609562;Rodrigo Vieira;684.571.290-58;Moura Alegre;Lapidário;Residencial Nathan Marques, 48;xferreira@example.org;17/06/2021;4;06/07/2025;901;13,51;Vendendor_C
173452;Lorena Porto;958.276.304-38;Barbosa;Lutador de jiu-jitsu;Praia Jesus;lda-rosa@example.net;21/07/1971;54;12/03/2025;802;12,03;Vendendor_B
825736;Danilo Barros;810.329.657-03;Novais;Tenente;Setor de Pires, 4;albuquerquevitor-hugo@example.org;19/04/1941;84;30/01/2025;686;10,29;Vendendor_A
679838;Bernardo Monteiro;517.089.364-75;da Rocha do Sul;Levantador de peso;Rodovia Davi Lucca da Mata, 709;hadassacardoso@example.com;21/08/1982;43;04/10/2025;966;14,49;Vendendor_B
664844;Srta. Ana Júlia Cardoso;458.690.132-24;Ferreira;Catador de carangueijos;Favela Costa, 94;marcos-viniciusabreu@example.org;16/07/2009;16;15/03/2025;973;14,59;Vendendor_A
359744;Mariana Vargas;493.617.085-20;Monteiro;Penhorista;Rodovia Josué Fogaça, 95;gfreitas@example.com;05/03/2012;13;19/10/2025;359;5,38;Vendedor_E
537561;Gael Silveira;824.063.597-00;Casa Grande;Maestro;Alameda Cirino, 88;luiz-felipe25@example.com;29/09/1911;114;29/11/2024;250;3,75;Vendendor_C
504680;Dante Caldeira;501.782.634-35;das Neves;Filósofo;Praia Ana Júlia da Conceição, 6;esternunes@example.org;03/03/1972;53;31/01/2025;243;3,65;Vendendor_A
932772;Dr. Ravi Rocha;361.740.259-34;da Cunha;Jogador de vôlei;Jardim Catarina Gonçalves, 58;maite83@example.net;29/04/2024;1;05/09/2025;465;6,97;Vendedor_E
196146;Levi Aparecida;398.250.764-29;Rios do Campo;Gastrônomo;Travessa Ribeiro, 638;barbosakaique@example.com;03/12/1999;26;05/01/2025;801;12,01;Vendendor_C
217227;Leandro Garcia;312.549.607-16;Ramos;Triatleta;Ladeira Monteiro;dpinto@example.net;04/10/2000;25;31/05/2025;382;5,73;Vendendor_B
223105;Luiz Felipe Teixeira;031.295.487-50;Moraes;Repositor;Alameda Fernandes, 35;riosluan@example.org;18/05/2013;12;28/09/2025;72;1,08;Vendendor_C
739032;Luna Nascimento;208.379.164-96;Melo;Ginasta rítmica;Esplanada Kaique Novais, 27;pereiranina@example.com;02/10/1946;79;24/03/2025;395;5,92;Vendendor_A
611235;Sr. Rhavi Oliveira;253.419.670-70;Marques de Minas;Juiz de direito;Morro Ana Sophia Abreu, 29;dom54@example.net;21/05/2003;22;05/01/2025;753;11,29;Vendendor_B
242930;Ágatha Carvalho;140.789.235-50;Vasconcelos;Cobrador de ônibus;Travessa Costa, 318;antonycarvalho@example.com;27/12/2015;10;19/11/2024;532;7,98;Vendendor_B
720879;Vitor Hugo Pires;386.941.702-13;Montenegro;Terapeuta Holístico;Núcleo Caleb Pastor, 36;da-cruzvitor-hugo@example.com;25/02/1965;60;07/11/2025;661;9,91;Vendendor_A
382764;Srta. Hadassa Moreira;316.792.408-03;Jesus;Policial militar;Via Macedo, 74;alexia50@example.net;07/07/1933;92;13/04/2025;479;7,18;Vendedor_D
853158;Gabriela Fonseca;209.134.785-04;Silveira do Sul;Almirante;Jardim de Campos, 1;bryandias@example.net;30/03/2004;21;14/04/2025;264;3,96;Vendendor_C
458821;Dra. Ana Clara Guerra;368.579.420-56;da Luz de Santos;Profissional de áudio;Distrito Peixoto, 99;zferreira@example.net;17/02/1971;54;17/08/2025;919;13,79;Vendedor_D
965331;Guilherme Câmara;374.958.016-20;da Mota;Ourives;Parque de Melo, 4;henriqueabreu@example.org;30/05/1939;86;19/01/2025;212;3,18;Vendendor_B
594302;Dra. Emanuelly Vasconcelos;170.248.963-96;Novaes de Rodrigues;Meteorologista;Campo de da Costa;mateus61@example.org;13/09/1991;34;18/04/2025;832;12,48;Vendendor_B
173252;Natália Alves;729.356.148-28;Fonseca das Flores;Editor de mesa de corte;Praia de Pacheco;daparecida@example.org;29/10/1969;56;25/12/2024;641;9,62;Vendendor_C
603781;Dr. Diogo Machado;753.218.049-23;Fonseca de Vasconcelos;Estatístico;Área Maria Júlia Vasconcelos, 9;ramosrafael@example.org;07/07/2012;13;03/07/2025;739;11,08;Vendendor_C
447493;Srta. Juliana Campos;870.631.549-66;Barbosa;Frentista;Travessa Barbosa, 5;ian94@example.org;30/07/1994;31;29/01/2025;261;3,92;Vendendor_A
375365;Ravi Lucca Lopes;238.910.546-70;da Mota Alegre;Pediatra;Estação de Garcia, 39;noahda-cruz@example.net;20/10/1938;87;23/02/2025;241;3,61;Vendedor_E
194114;Maria Liz Jesus;509.742.168-01;Mendes;Chaveiro;Chácara de Andrade;luiz-felipe53@example.org;31/05/1993;32;16/12/2024;467;7,0;Vendendor_B
525281;Isabella Mendonça;075.946.813-39;Costa;Remador;Setor de Porto, 614;sara70@example.org;01/01/1931;94;23/06/2025;617;9,25;Vendendor_C
297554;João Guilherme da Rosa;304.928.657-10;Cavalcante;Tapeceiro;Chácara Brito, 33;alicialima@example.org;23/06/1933;92;16/03/2025;182;2,73;Vendendor_C
743689;Elisa Fogaça;062.714.853-08;Casa Grande de Freitas;Salva-vidas;Residencial Mariane Lopes, 667;luccasantos@example.net;01/04/1925;100;06/12/2024;915;13,72;Vendendor_B
585554;Sr. Luiz Felipe Vasconcelos;602.487.931-87;Cirino;Fiscal;Largo Ágatha Sampaio;bcorreia@example.org;16/08/1985;40;29/06/2025;577;8,65;Vendendor_B
407041;Bruno Cassiano;026.174.985-49;Dias do Sul;Cameraman;Rodovia Nathan Montenegro;silvaeloa@example.org;05/07/2019;6;12/02/2025;75;1,12;Vendendor_C
112554;Luiz Gustavo Fonseca;931.845.672-73;Rios;Engenheiro aeronáutico;Sítio Alana Rios, 27;aparecidamaria-julia@example.net;16/05/1981;44;04/08/2025;741;11,12;Vendendor_A
845710;Davi Lucca Dias;193.407.865-48;Dias das Pedras;Dentista;Chácara Novaes, 81;luisapastor@example.com;25/02/1929;96;07/04/2025;528;7,92;Vendedor_D
880657;Daniel Rodrigues;390.814.276-87;Jesus Verde;Pedagogo;Feira Maria Alice Borges, 24;lorenzo66@example.com;05/06/1945;80;12/10/2025;817;12,25;Vendedor_E
977767;Marcelo Costa;531.876.924-19;Vasconcelos do Galho;Necromaquiador;Avenida Aragão, 36;iribeiro@example.com;08/05/2007;18;11/02/2025;694;10,41;Vendedor_D
948483;Carolina Machado;590.826.137-86;Azevedo;Filósofo;Trecho Gonçalves, 69;tviana@example.org;22/11/1977;48;30/09/2025;683;10,24;Vendedor_D
437777;Dra. Ana Laura Duarte;268.573.190-30;Gomes de Sales;Tapeceiro;Fazenda Sousa, 66;laviniapereira@example.net;05/09/1914;111;10/03/2025;690;10,35;Vendendor_B
864214;Sra. Bianca Dias;943.178.650-84;Rios da Mata;Clínico geral;Rodovia Luiza Abreu, 2;fcunha@example.com;10/11/2004;21;12/03/2025;328;4,92;Vendendor_A
575381;Maitê Moura;136.759.248-82;da Mata;Baterista;Alameda João Guilherme Farias, 2;lais51@example.com;16/04/2019;6;20/12/2024;951;14,26;Vendedor_D
653211;Ana Clara Vieira;539.178.602-95;Camargo;Carpinteiro;Lago de das Neves, 556;bernardocavalcanti@example.net;17/07/1963;62;27/09/2025;92;1,38;Vendendor_C
476904;Sr. Davi Miguel Costa;641.082.597-85;Sá;Prefeito;Setor Enzo Gabriel Marques, 58;santosisadora@example.org;12/03/1983;42;23/03/2025;783;11,74;Vendendor_C
278976;Gabrielly Fogaça;085.793.612-30;Peixoto Paulista;Desenhista;Vila Novaes, 50;ferreiraantony@example.org;20/04/1926;99;09/09/2025;139;2,08;Vendendor_C
667879;Miguel Silva;591.687.423-55;Borges do Amparo;Engenheiro de produção agroindustrial;Praça Rocha, 15;da-rosakaique@example.net;30/09/1994;31;25/10/2025;213;3,19;Vendendor_B
439847;Luan Castro;351.286.749-91;Cirino da Serra;Gestor ambiental;Parque Garcia, 9;arthurmoreira@example.com;18/11/2012;13;19/12/2024;288;4,32;Vendendor_A
784768;Srta. Larissa Cardoso;540.397.628-00;Santos da Serra;Operador de telemarketing;Ladeira Caleb Viana;eduardonogueira@example.net;27/07/1996;29;05/08/2025;337;5,05;Vendendor_A
883248;Alana Sales;457.621.308-35;Brito;Empregado doméstico;Residencial de Cavalcante, 36;leaomarina@example.org;15/07/2005;20;26/11/2024;694;10,41;Vendedor_E
270911;Rafael Costela;176.320.859-12;da Luz da Mata;Quitandeiro;Viela de Nascimento, 66;lorena64@example.net;16/02/1962;63;17/04/2025;47;0,7;Vendendor_A
178348;Ian Souza;237.410.895-32;Pereira do Campo;Bibliotecário;Alameda Vargas, 313;riosallana@example.org;24/07/1916;109;07/01/2025;573;8,59;Vendedor_D
747231;Dra. Catarina Novais;079.612.358-68;Mendes Alegre;Eletricista de automóveis;Viaduto José Pedro Mendonça, 66;luizapimenta@example.org;19/12/1921;104;01/06/2025;888;13,32;Vendendor_C
184064;João Felipe Carvalho;132.065.894-60;Machado do Sul;Consultor de moda;Ladeira Rafael Rezende, 84;icamara@example.org;09/03/1971;54;04/12/2024;804;12,06;Vendendor_A
660889;Esther Fonseca;946.320.581-06;Cavalcante de Novais;Policial militar;Campo Correia, 32;abreujade@example.net;03/07/1970;55;19/10/2025;776;11,64;Vendedor_D
499294;Arthur Gabriel Duarte;307.548.921-23;Almeida Verde;Barman;Fazenda de Aparecida, 1;souzaana-julia@example.com;26/05/2003;22;19/06/2025;307;4,6;Vendendor_C
214994;Maria Luísa Gonçalves;750.621.934-43;da Costa;Cartunista;Pátio Davi Lucca Lima, 95;lopesana-liz@example.com;03/01/1973;52;21/07/2025;274;4,11;Vendendor_C
574973;Henry Pereira;274.983.015-04;da Mata;Capataz;Conjunto Pedro Miguel Abreu, 924;fda-cunha@example.org;18/05/1926;99;25/01/2025;32;0,48;Vendedor_E
939144;Dra. Daniela das Neves;425.860.719-30;Campos;Profissional de manutenção industrial;Rua de Sampaio, 741;siqueirabella@example.com;12/05/1966;59;11/10/2025;406;6,09;Vendendor_A
596716;João Vitor da Conceição;046.278.193-31;Fernandes Grande;Manobrista;Estação Ester Rocha, 6;luiz-felipe12@example.com;27/01/1997;28;15/11/2024;962;14,43;Vendedor_E
445735;Sr. Enzo Araújo;941.203.758-97;Vieira;Catador de carangueijos;Vale Pimenta, 607;dnunes@example.net;02/05/1966;59;09/01/2025;25;0,38;Vendedor_D
608881;Nicolas Souza;528.941.736-28;Rios de Freitas;Restaurador;Aeroporto de Ferreira, 2;nlima@example.org;18/01/1967;58;16/12/2024;782;11,73;Vendendor_A
873999;Eduarda Santos;047.596.182-01;Duarte da Serra;Estivador;Alameda Rios, 83;diasmaria-vitoria@example.net;11/05/1941;84;31/07/2025;595;8,92;Vendedor_D
448255;Joana Câmara;406.185.923-42;Teixeira do Campo;Caixa;Vila Lucas Silva, 914;rodrigueseduarda@example.org;17/12/2014;11;17/09/2025;836;12,54;Vendendor_B
529709;Sra. Bárbara Pimenta;176.320.589-40;Ramos;Agente de combate à endemias;Morro Benjamin das Neves, 30;maria-cecilia14@example.net;21/11/1952;73;02/03/2025;949;14,23;Vendendor_C
976715;Dra. Maria Sophia Cunha;671.984.325-73;Costa de Mendonça;Forneiro;Ladeira de Cunha, 19;enzo-gabrielnascimento@example.net;25/12/1951;74;16/04/2025;575;8,62;Vendendor_A
746691;Srta. Alice Casa Grande;769.230.814-40;Câmara;Atleta de arremesso de peso;Favela Castro, 235;nataliapereira@example.net;30/10/1988;37;23/12/2024;681;10,21;Vendedor_E
617807;Bella Ferreira;528.491.730-88;Nogueira;Meredeira;Fazenda de Porto, 65;macedocamila@example.com;23/08/2013;12;28/04/2025;111;1,67;Vendedor_D
309548;Joaquim Cardoso;071.482.963-31;Nunes;Pintor;Colônia Maya Rocha, 69;davi-lucas13@example.org;04/07/1938;87;12/06/2025;938;14,07;Vendendor_B
455234;João Ramos;531.927.680-02;Costela;Transcritor;Núcleo Maria Alice Oliveira, 33;ferreiratheodoro@example.org;30/10/1974;51;08/01/2025;970;14,55;Vendedor_E
922426;Francisco Moraes;805.731.964-00;Mendes da Prata;Jóquei;Alameda da Rosa, 12;bryanalmeida@example.net;19/11/1920;105;18/01/2025;45;0,67;Vendendor_C
939904;Srta. Letícia Dias;368.759.241-37;Garcia Paulista;Supervisor;Pátio de Brito, 735;jda-rocha@example.net;01/01/1954;71;26/10/2025;603;9,04;Vendendor_B
377186;Bento Sampaio;576.403.192-34;Nogueira de Cavalcanti;Engenheiro têxtil;Área de Cirino, 23;ravi-lucca98@example.org;28/05/1977;48;07/09/2025;816;12,24;Vendedor_D
824216;Yago Pastor;923.415.678-19;Fonseca;Prático;Distrito Andrade, 776;zvargas@example.com;21/08/1930;95;16/03/2025;959;14,38;Vendedor_E
709343;Sr. Augusto Jesus;961.537.084-39;Correia;Montador;Passarela Hadassa Farias, 3;caroline40@example.org;31/12/2021;4;12/12/2024;966;14,49;Vendedor_E
804556;Nicole Brito;287.654.190-49;Almeida;Aviador;Vila Dom Aragão, 36;caio94@example.com;03/08/1955;70;21/10/2025;95;1,43;Vendedor_D
867403;Dr. Gustavo Sá;957.213.406-06;Costela;Técnico em edificações;Vereda Anthony Gabriel Gonçalves;ecardoso@example.com;23/02/2001;24;31/05/2025;269;4,04;Vendedor_E
968573;Gustavo Viana;729.140.853-97;Porto;Papiloscopista;Distrito Lívia Novaes, 8;maria-eduarda30@example.com;10/08/2009;16;29/11/2024;549;8,23;Vendendor_A
890315;Srta. Marina Pinto;810.467.952-01;Gomes;Psicopedagogo;Rua Aparecida, 90;da-pazjose-pedro@example.net;03/08/1965;60;20/01/2025;56;0,84;Vendedor_E
118490;Sra. Maysa Albuquerque;782.106.354-17;da Luz da Mata;Filósofo;Morro Kevin Mendes, 96;mcardoso@example.net;20/06/1981;44;28/10/2025;310;4,65;Vendedor_E
219102;Antony Brito;841.576.239-91;Lima de Peixoto;Massagista;Largo Cirino, 8;alvesisaac@example.net;22/02/1998;27;21/12/2024;465;6,97;Vendedor_E
906288;Sr. João Guilherme Ferreira;529.803.647-38;Alves de Mendes;Digitador;Vereda Lucas Gabriel Siqueira, 76;andradeluiz-felipe@example.com;23/09/1939;86;19/08/2025;502;7,53;Vendedor_D
811361;Maria Isis Sampaio;871.209.645-85;Cassiano;Taxista;Favela de Castro, 92;jose-miguelazevedo@example.com;25/09/1947;78;22/06/2025;443;6,64;Vendedor_D
622179;Srta. Sophia Novaes;367.582.419-55;Pereira Grande;Barbeiro;Núcleo da Mota, 459;da-paznicolas@example.org;03/08/2003;22;04/03/2025;81;1,21;Vendedor_D
709879;Yuri Moraes;340.589.721-14;Cavalcante;Engenheiro metalúrgico;Residencial Caio Rocha;gsiqueira@example.net;10/02/1919;106;27/07/2025;718;10,77;Vendedor_E
442865;Augusto Farias;027.435.169-25;Oliveira Verde;Imunologista;Estrada de Pereira, 72;fda-cruz@example.net;02/08/1949;76;04/03/2025;556;8,34;Vendedor_E
114767;Anthony Gabriel Pacheco;497.120.368-04;Nogueira Alegre;Pecuarista;Alameda Giovanna Costa, 6;daparecida@example.org;02/02/1941;84;18/05/2025;986;14,79;Vendedor_D
937113;Luiz Otávio Carvalho;794.068.523-65;Pastor Grande;Embaixador;Núcleo Vieira, 675;kda-mota@example.com;01/08/1945;80;19/06/2025;952;14,28;Vendedor_D
827466;Antony Macedo;732.905.481-04;Moura;Percursionista;Feira de Ribeiro, 680;felipe18@example.net;28/10/1912;113;15/05/2025;47;0,7;Vendendor_A
680731;Lara Siqueira;367.895.021-30;Ferreira de Minas;Cartunista;Praça Valentim da Mota, 9;da-mataisis@example.net;03/05/2013;12;23/10/2025;664;9,96;Vendedor_D
461919;Juliana Casa Grande;731.894.065-10;Novaes;Fundidor de placa de gesso;Praça Yan Carvalho, 769;josueoliveira@example.org;28/03/2010;15;30/04/2025;290;4,35;Vendendor_B
427435;Maria Melo;329.407.861-78;Lopes;Redator;Núcleo de Gonçalves, 87;gael-henrique20@example.org;16/04/1931;94;04/05/2025;704;10,56;Vendendor_B
811283;Catarina Mendonça;324.087.956-56;Correia do Galho;Cenógrafo;Chácara Siqueira;barrosstephany@example.net;06/06/1979;46;16/05/2025;447;6,71;Vendedor_E
469403;João Nogueira;961.403.872-13;Cavalcanti;Operador de vídeo;Quadra de da Cruz, 47;enzo-gabrielvieira@example.net;16/05/1911;114;01/03/2025;514;7,71;Vendendor_A
146211;Emilly Cardoso;843.752.960-38;da Paz;Artesão;Fazenda Pacheco;luiz-felipe26@example.org;13/06/1994;31;30/06/2025;688;10,32;Vendendor_B
894074;Srta. Rafaela Casa Grande;805.749.362-38;Barbosa Verde;Almoxarife;Fazenda Maria Laura Brito, 84;benicio09@example.org;11/02/1967;58;04/10/2025;586;8,79;Vendedor_E
898471;Nicolas Ramos;926.873.145-28;Pinto;Babá;Passarela Maitê Vasconcelos, 61;bianca75@example.net;13/12/1909;116;04/10/2025;422;6,33;Vendendor_C
530878;Dra. Luana Fernandes;924.378.560-56;Abreu;Instrumentador cirúrgico;Alameda Jesus;pcaldeira@example.org;11/10/1988;37;27/01/2025;550;8,25;Vendedor_D
279548;Maitê Teixeira;364.705.219-16;Moreira de Castro;Despachante;Vereda Matheus Martins, 7;silvakamilly@example.net;27/01/1931;94;17/10/2025;987;14,8;Vendendor_A
298579;Paulo Freitas;349.270.165-52;Rodrigues;Cerimonialista;Passarela Andrade, 59;costelaclarice@example.com;09/01/1968;57;26/11/2024;417;6,25;Vendendor_C
128192;Cauã Moraes;596.741.028-76;Siqueira;Biomédico;Viaduto Mendes, 33;tpires@example.org;30/05/2006;19;30/08/2025;758;11,37;Vendendor_B
937598;André Fonseca;718.240.365-07;da Rocha de Azevedo;Tapeceiro;Distrito Gabrielly Nunes, 34;psilveira@example.com;18/09/1957;68;12/08/2025;943;14,14;Vendedor_D
474664;Dom da Mata;413.925.806-33;Santos do Galho;Profissional de comércio exterior;Avenida Noah Vargas, 31;pintobruna@example.net;23/03/1930;95;08/02/2025;784;11,76;Vendendor_C
995336;Srta. Eduarda da Cruz;865.237.140-71;Andrade dos Dourados;Numerólogo;Morro Danilo Andrade, 15;esther83@example.com;19/08/1935;90;02/07/2025;657;9,86;Vendedor_E
210640;Ana Lívia Barros;786.501.432-53;Martins dos Dourados;Laboratorista;Chácara Pinto, 62;rioscalebe@example.net;06/06/2015;10;16/02/2025;362;5,43;Vendedor_D
741178;Maria Eduarda Sales;364.102.589-33;Fonseca;Marceneiro;Setor Kaique Moura, 25;amanda92@example.net;16/09/1954;71;23/02/2025;961;14,41;Vendendor_C
728473;Mariana da Cruz;137.695.280-77;Jesus;Preparador de máquinas;Praia de Vasconcelos, 3;barbosaluiz-fernando@example.com;23/10/1973;52;10/04/2025;560;8,4;Vendedor_E
564443;Yasmin Cavalcanti;139.057.482-23;Lima de Minas;Pediatra;Estação Nunes;xaragao@example.org;12/05/1983;42;19/12/2024;787;11,8;Vendedor_E
889123;Ana Julia da Conceição;653.792.140-61;Marques;Conferente de recebimento;Via Levi Aragão, 42;montenegrogabriela@example.net;23/01/1916;109;24/07/2025;769;11,54;Vendendor_B
318630;João Guilherme Gomes;301.792.465-34;da Conceição Verde;Tecnólogo em silvicultura;Setor de da Mata, 58;isadoravieira@example.net;03/03/1988;37;02/07/2025;572;8,58;Vendendor_A
333474;Vitor Hugo Vieira;085.197.426-02;Borges de Teixeira;Navegador;Pátio Carvalho, 18;lais00@example.net;03/09/1920;105;28/03/2025;480;7,2;Vendedor_E
531522;Aylla Vargas;269.781.405-11;Rezende;Pára-quedista;Núcleo Léo da Costa;da-matamaria-fernanda@example.com;25/11/1959;66;02/03/2025;133;1,99;Vendedor_D
612315;Stella Moraes;795.462.018-20;Cavalcanti;Assessor de imprensa;Praça de das Neves, 97;portodiogo@example.com;17/08/1998;27;12/12/2024;178;2,67;Vendendor_C
385402;Melissa da Paz;957.612.803-02;Aparecida de Brito;Auxiliar de serviços gerais;Estação Vieira;sampaiolais@example.com;03/07/2025;0;02/11/2025;207;3,1;Vendendor_B
499431;Matteo Cavalcanti;019.428.356-98;Correia;Lubrificador de máquinas;Praia de da Mota, 76;vicenterodrigues@example.com;30/08/1965;60;22/11/2024;163;2,44;Vendendor_C
646441;Josué Santos;392.450.617-52;da Paz Grande;Odontologista legal;Campo Souza, 26;dborges@example.com;29/10/2020;5;05/10/2025;347;5,21;Vendedor_D
754049;Aurora Rodrigues;384.925.610-33;Ferreira das Flores;Conferente de expedição;Feira Cavalcante, 17;emanuellyvargas@example.com;19/07/2000;25;14/12/2024;696;10,44;Vendedor_E
184459;João Marques;297.138.405-50;Borges de Oliveira;Meteorologista;Vereda Leão, 24;diogo30@example.org;20/05/1931;94;09/01/2025;940;14,1;Vendedor_D
701949;Srta. Ana Sophia Marques;307.264.519-16;Pastor de Castro;Diretor de produção;Fazenda da Conceição, 55;maria-luisacavalcanti@example.org;13/12/1931;94;21/05/2025;623;9,34;Vendedor_D
